card_id,source,card_status,grade,raw_price,raw_currency,price,traded
CRD_2A51F7848C3F425BADD0,SCRYDEX_JP,RAW,,15.5200,USD,23846,2026-06-29
CRD_2A6241DAD8844867AA49,SCRYDEX_EN,RAW,,3.1100,USD,4756,2026-06-05
CRD_2A6241DAD8844867AA49,SCRYDEX_JP,GRADED,10,,,51211,2026-06-29
CRD_2A6241DAD8844867AA49,SCRYDEX_JP,GRADED,9,,,27933,2026-06-29
CRD_2A6241DAD8844867AA49,SCRYDEX_JP,RAW,,1.8700,USD,2873,2026-06-29
CRD_2A791989EEEC43F481BB,SCRYDEX_EN,RAW,,74.2400,USD,113540,2026-06-05
CRD_2A791989EEEC43F481BB,SCRYDEX_JP,GRADED,10,,,191722,2026-06-29
CRD_2A791989EEEC43F481BB,SCRYDEX_JP,GRADED,9,,,84906,2026-06-29
CRD_2A791989EEEC43F481BB,SCRYDEX_JP,RAW,,32.4200,USD,49813,2026-06-29
CRD_2A8D1058C4D1432DA733,SCRYDEX_EN,RAW,,4.6300,USD,7081,2026-06-05
CRD_2A8D1058C4D1432DA733,SCRYDEX_JP,GRADED,10,,,40502,2026-06-29
CRD_2A8D1058C4D1432DA733,SCRYDEX_JP,RAW,,5.2500,USD,8067,2026-06-29
CRD_2ACE89E68BFA4F5BA7C3,SCRYDEX_EN,RAW,,2.1900,USD,3349,2026-06-05
CRD_2ACE89E68BFA4F5BA7C3,SCRYDEX_JP,GRADED,10,,,54146,2026-06-29
CRD_2ACE89E68BFA4F5BA7C3,SCRYDEX_JP,RAW,,2.7600,USD,4241,2026-06-29
CRD_2ADA9594E1954CF89E7B,SCRYDEX_EN,RAW,,19.4500,USD,29885,2026-06-29
CRD_2ADA9594E1954CF89E7B,SCRYDEX_JP,GRADED,10,,,57464,2026-06-29
CRD_2ADA9594E1954CF89E7B,SCRYDEX_JP,GRADED,9,,,30161,2026-06-29
CRD_2ADA9594E1954CF89E7B,SCRYDEX_JP,RAW,,9.5700,USD,14704,2026-06-29
CRD_2AFC7629A65B45FBBCC8,SCRYDEX_EN,RAW,,25.6700,USD,39441,2026-06-29
CRD_2AFC7629A65B45FBBCC8,SCRYDEX_JP,GRADED,10,,,55421,2026-06-29
CRD_2AFC7629A65B45FBBCC8,SCRYDEX_JP,GRADED,9,,,27626,2026-06-29
CRD_2AFC7629A65B45FBBCC8,SCRYDEX_JP,RAW,,11.0700,USD,17009,2026-06-29
CRD_2B0E8A61C671491BBA15,SCRYDEX_EN,RAW,,2.1600,USD,3303,2026-06-05
CRD_2B0E8A61C671491BBA15,SCRYDEX_JP,GRADED,10,,,177556,2026-06-29
CRD_2B0E8A61C671491BBA15,SCRYDEX_JP,RAW,,12350.0000,KRW,12350,2026-06-29
CRD_2B512D9C6B334EA6B3B5,SCRYDEX_EN,RAW,,1.1500,USD,1759,2026-06-05
CRD_2B512D9C6B334EA6B3B5,SCRYDEX_JP,GRADED,10,,,36876,2026-06-29
CRD_2B512D9C6B334EA6B3B5,SCRYDEX_JP,GRADED,9,,,15365,2026-06-29
CRD_2B512D9C6B334EA6B3B5,SCRYDEX_JP,RAW,,1.1000,USD,1690,2026-06-29
CRD_2B58D40C1AE74F69A349,SCRYDEX_EN,RAW,,4.7800,USD,7310,2026-06-05
CRD_2B58D40C1AE74F69A349,SCRYDEX_JP,GRADED,10,,,47216,2026-06-29
CRD_2B58D40C1AE74F69A349,SCRYDEX_JP,GRADED,9,,,10832,2026-06-29
CRD_2B58D40C1AE74F69A349,SCRYDEX_JP,RAW,,5.9000,USD,9065,2026-06-29
CRD_2B9182A2EF634F7E8973,SCRYDEX_EN,RAW,,8.3300,USD,12740,2026-06-05
CRD_2B9182A2EF634F7E8973,SCRYDEX_JP,GRADED,10,,,88716,2026-06-29
CRD_2B9182A2EF634F7E8973,SCRYDEX_JP,GRADED,9,,,24445,2026-06-29
CRD_2B9182A2EF634F7E8973,SCRYDEX_JP,RAW,,11.9100,USD,18299,2026-06-29
CRD_2BA1CDC0E4B94B79A0AC,SCRYDEX_EN,RAW,,2.2600,USD,3456,2026-06-05
CRD_2BA1CDC0E4B94B79A0AC,SCRYDEX_JP,GRADED,10,,,19974,2026-06-29
CRD_2BA1CDC0E4B94B79A0AC,SCRYDEX_JP,RAW,,5.7500,USD,8835,2026-06-29
CRD_2BAD952E439344719A81,SCRYDEX_EN,RAW,,40.5800,USD,62350,2026-06-29
CRD_2BAD952E439344719A81,SCRYDEX_JP,GRADED,10,,,622689,2026-06-29
CRD_2BAD952E439344719A81,SCRYDEX_JP,GRADED,9,,,77070,2026-06-29
CRD_2BAD952E439344719A81,SCRYDEX_JP,RAW,,48.1000,USD,73905,2026-06-29
CRD_2BB68D76B2954C079D6A,SCRYDEX_EN,RAW,,1.0600,USD,1621,2026-06-05
CRD_2BB68D76B2954C079D6A,SCRYDEX_JP,RAW,,0.7400,USD,1137,2026-06-29
CRD_2BBC9C171E2800926C30,SCRYDEX_JP,GRADED,10,,,102053,2026-06-29
CRD_2BBC9C171E2800926C30,SCRYDEX_JP,GRADED,9,,,21680,2026-06-29
CRD_2BBC9C171E2800926C30,SCRYDEX_JP,RAW,,6.1600,USD,9465,2026-06-29
CRD_2BCC60756DD640D68C16,SCRYDEX_EN,RAW,,0.6900,USD,1060,2026-06-29
CRD_2BCC60756DD640D68C16,SCRYDEX_JP,GRADED,10,,,45695,2026-06-29
CRD_2BCC60756DD640D68C16,SCRYDEX_JP,RAW,,0.3400,USD,522,2026-06-29
CRD_2BD596750DCC46F5BF44,SCRYDEX_EN,RAW,,2.3300,USD,3563,2026-06-05
CRD_2BD596750DCC46F5BF44,SCRYDEX_JP,GRADED,10,,,56297,2026-06-29
CRD_2BD596750DCC46F5BF44,SCRYDEX_JP,RAW,,1.8100,USD,2781,2026-06-29
CRD_2BD642F0ABE84DA8BDCF,SCRYDEX_EN,RAW,,11.9300,USD,18330,2026-06-29
CRD_2BD642F0ABE84DA8BDCF,SCRYDEX_JP,GRADED,10,,,62335,2026-06-29
CRD_2BD642F0ABE84DA8BDCF,SCRYDEX_JP,GRADED,9,,,19990,2026-06-29
CRD_2BD642F0ABE84DA8BDCF,SCRYDEX_JP,RAW,,6.4800,USD,9956,2026-06-29
CRD_2BDD89F3616849468EE4,SCRYDEX_EN,RAW,,27.7500,USD,42637,2026-06-29
CRD_2BDD89F3616849468EE4,SCRYDEX_JP,GRADED,10,,,62857,2026-06-29
CRD_2BDD89F3616849468EE4,SCRYDEX_JP,GRADED,9,,,18499,2026-06-29
CRD_2BDD89F3616849468EE4,SCRYDEX_JP,RAW,,5.8900,USD,9050,2026-06-29
CRD_2BE0C7968F004557B9AB,SCRYDEX_EN,RAW,,0.9200,USD,1407,2026-06-05
CRD_2BE0C7968F004557B9AB,SCRYDEX_JP,GRADED,10,,,52993,2026-06-29
CRD_2BE0C7968F004557B9AB,SCRYDEX_JP,RAW,,0.8200,USD,1260,2026-06-29
CRD_2BE2AAD4366A40AAB96E,SCRYDEX_EN,RAW,,8.9300,USD,13657,2026-06-05
CRD_2BE2AAD4366A40AAB96E,SCRYDEX_JP,GRADED,10,,,102837,2026-06-29
CRD_2BE2AAD4366A40AAB96E,SCRYDEX_JP,GRADED,9,,,12507,2026-06-29
CRD_2BE2AAD4366A40AAB96E,SCRYDEX_JP,RAW,,10.5800,USD,16256,2026-06-29
CRD_2BE4A0CA25944D3292C7,SCRYDEX_EN,RAW,,1.8800,USD,2875,2026-06-05
CRD_2BE4A0CA25944D3292C7,SCRYDEX_JP,GRADED,10,,,36829,2026-06-29
CRD_2BE4A0CA25944D3292C7,SCRYDEX_JP,RAW,,1.7400,USD,2673,2026-06-29
CRD_2C17B97D2D95413699E9,SCRYDEX_EN,RAW,,315.7400,USD,485128,2026-06-29
CRD_2C17B97D2D95413699E9,SCRYDEX_JP,GRADED,10,,,5041959,2026-06-29
CRD_2C17B97D2D95413699E9,SCRYDEX_JP,GRADED,9,,,1183904,2026-06-29
CRD_2C17B97D2D95413699E9,SCRYDEX_JP,RAW,,407.8500,USD,626653,2026-06-29
CRD_2C1B8B60A6A24410B160,SCRYDEX_EN,RAW,,4.2700,USD,6530,2026-06-05
CRD_2C1B8B60A6A24410B160,SCRYDEX_JP,GRADED,10,,,45649,2026-06-29
CRD_2C1B8B60A6A24410B160,SCRYDEX_JP,GRADED,9,,,24538,2026-06-29
CRD_2C1B8B60A6A24410B160,SCRYDEX_JP,RAW,,7.6900,USD,11816,2026-06-29
CRD_2C1DA4E5D17E428CB8AF,SCRYDEX_EN,RAW,,8.3000,USD,12694,2026-06-05
CRD_2C1DA4E5D17E428CB8AF,SCRYDEX_JP,GRADED,10,,,78745,2026-06-29
CRD_2C1DA4E5D17E428CB8AF,SCRYDEX_JP,RAW,,13.6500,USD,20973,2026-06-29
CRD_2C1EDC815A2644BEB9DE,SCRYDEX_EN,RAW,,7.6700,USD,11730,2026-06-05
CRD_2C1EDC815A2644BEB9DE,SCRYDEX_JP,GRADED,10,,,65177,2026-06-29
CRD_2C1EDC815A2644BEB9DE,SCRYDEX_JP,GRADED,9,,,27733,2026-06-29
CRD_2C1EDC815A2644BEB9DE,SCRYDEX_JP,RAW,,3.3500,USD,5147,2026-06-29
CRD_2C36A353792C402C93E8,SCRYDEX_EN,RAW,,4.5500,USD,6959,2026-06-05
CRD_2C36A353792C402C93E8,SCRYDEX_JP,GRADED,10,,,61137,2026-06-29
CRD_2C36A353792C402C93E8,SCRYDEX_JP,GRADED,9,,,22125,2026-06-29
CRD_2C36A353792C402C93E8,SCRYDEX_JP,RAW,,1.4400,USD,2213,2026-06-29
CRD_2C4C0A40740543B09035,SCRYDEX_EN,RAW,,1.9800,USD,3028,2026-06-05
CRD_2C4C0A40740543B09035,SCRYDEX_JP,GRADED,10,,,60691,2026-06-29
CRD_2C4C0A40740543B09035,SCRYDEX_JP,GRADED,9,,,15795,2026-06-29
CRD_2C4C0A40740543B09035,SCRYDEX_JP,RAW,,2.3100,USD,3549,2026-06-29
CRD_2C540CA835784066A98A,SCRYDEX_EN,RAW,,64.2900,USD,98323,2026-06-05
CRD_2C540CA835784066A98A,SCRYDEX_JP,GRADED,9,,,101438,2026-06-29
CRD_2C540CA835784066A98A,SCRYDEX_JP,RAW,,56.2300,USD,86396,2026-06-29
CRD_2C78DB6891D243219B2F,SCRYDEX_EN,RAW,,1.4400,USD,2202,2026-06-05
CRD_2C78DB6891D243219B2F,SCRYDEX_JP,GRADED,10,,,55405,2026-06-29
CRD_2C78DB6891D243219B2F,SCRYDEX_JP,GRADED,9,,,39349,2026-06-29
CRD_2C78DB6891D243219B2F,SCRYDEX_JP,RAW,,1.5700,USD,2412,2026-06-29
CRD_2CABD12EE5B74135858E,SCRYDEX_EN,RAW,,1.7800,USD,2722,2026-06-05
CRD_2CABD12EE5B74135858E,SCRYDEX_JP,GRADED,10,,,45357,2026-06-29
CRD_2CABD12EE5B74135858E,SCRYDEX_JP,GRADED,9,,,21526,2026-06-29
CRD_2CABD12EE5B74135858E,SCRYDEX_JP,RAW,,1.2100,USD,1859,2026-06-29
CRD_2CC63A0C3FDE4901A41B,SCRYDEX_EN,RAW,,18.8100,USD,28901,2026-06-29
CRD_2CC63A0C3FDE4901A41B,SCRYDEX_JP,GRADED,10,,,97843,2026-06-29
CRD_2CC63A0C3FDE4901A41B,SCRYDEX_JP,RAW,,11.0100,USD,16917,2026-06-29
CRD_2CE1E087831443ADACEE,SCRYDEX_EN,RAW,,84.0500,USD,127501,2026-06-15
CRD_2CE1E087831443ADACEE,SCRYDEX_JP,GRADED,10,,,3561929,2026-06-29
CRD_2CE1E087831443ADACEE,SCRYDEX_JP,GRADED,9,,,442368,2026-06-29
CRD_2CE1E087831443ADACEE,SCRYDEX_JP,RAW,,477500.0000,KRW,477500,2026-06-09
CRD_2CECD65EDFEE402B8093,SCRYDEX_EN,RAW,,17.4500,USD,26812,2026-06-29
CRD_2CECD65EDFEE402B8093,SCRYDEX_JP,GRADED,10,,,108675,2026-06-29
CRD_2CECD65EDFEE402B8093,SCRYDEX_JP,GRADED,9,,,30883,2026-06-29
CRD_2CECD65EDFEE402B8093,SCRYDEX_JP,RAW,,7.5400,USD,11585,2026-06-29
CRD_2D086E56EA5A4353922E,SCRYDEX_EN,RAW,,31.1500,USD,47861,2026-06-29
CRD_2D086E56EA5A4353922E,SCRYDEX_JP,GRADED,10,,,120706,2026-06-29
CRD_2D086E56EA5A4353922E,SCRYDEX_JP,GRADED,9,,,42714,2026-06-29
CRD_2D086E56EA5A4353922E,SCRYDEX_JP,RAW,,26.1800,USD,40225,2026-06-29
CRD_2D08E66725174B8D97BF,SCRYDEX_EN,RAW,,0.6100,USD,933,2026-06-05
CRD_2D08E66725174B8D97BF,SCRYDEX_JP,GRADED,10,,,58832,2026-06-29
CRD_2D08E66725174B8D97BF,SCRYDEX_JP,RAW,,1.2100,USD,1859,2026-06-29
CRD_2D0FDD0C77AF4176BAA2,SCRYDEX_EN,RAW,,2.2200,USD,3395,2026-06-05
CRD_2D0FDD0C77AF4176BAA2,SCRYDEX_JP,GRADED,10,,,46094,2026-06-29
CRD_2D0FDD0C77AF4176BAA2,SCRYDEX_JP,RAW,,1.1600,USD,1782,2026-06-29
CRD_2D25B07240614BDCAAAC,SCRYDEX_EN,RAW,,8.0700,USD,12399,2026-06-29
CRD_2D25B07240614BDCAAAC,SCRYDEX_JP,GRADED,10,,,56312,2026-06-29
CRD_2D25B07240614BDCAAAC,SCRYDEX_JP,RAW,,6.6100,USD,10156,2026-06-29
CRD_2D3476E6CBAD4BDCB062,SCRYDEX_EN,RAW,,4.4200,USD,6760,2026-06-05
CRD_2D3476E6CBAD4BDCB062,SCRYDEX_JP,GRADED,10,,,81649,2026-06-29
CRD_2D3476E6CBAD4BDCB062,SCRYDEX_JP,GRADED,9,,,22878,2026-06-29
CRD_2D3476E6CBAD4BDCB062,SCRYDEX_JP,RAW,,1.7400,USD,2673,2026-06-29
CRD_2D3BEACE738C403A95FC,SCRYDEX_EN,RAW,,0.8400,USD,1285,2026-06-05
CRD_2D3BEACE738C403A95FC,SCRYDEX_JP,GRADED,10,,,62965,2026-06-29
CRD_2D3BEACE738C403A95FC,SCRYDEX_JP,GRADED,9,,,27211,2026-06-29
CRD_2D3BEACE738C403A95FC,SCRYDEX_JP,RAW,,0.7800,USD,1198,2026-06-29
CRD_2D4779F86C774DBFA501,SCRYDEX_EN,RAW,,0.9300,USD,1422,2026-06-05
CRD_2D4779F86C774DBFA501,SCRYDEX_JP,GRADED,10,,,43160,2026-06-29
CRD_2D4779F86C774DBFA501,SCRYDEX_JP,GRADED,9,,,13444,2026-06-29
CRD_2D4779F86C774DBFA501,SCRYDEX_JP,RAW,,1.4900,USD,2289,2026-06-29
CRD_2D4AA6D08A11483FA5DB,SCRYDEX_EN,RAW,,0.7800,USD,1193,2026-06-05
CRD_2D4AA6D08A11483FA5DB,SCRYDEX_JP,GRADED,10,,,24630,2026-06-29
CRD_2D4AA6D08A11483FA5DB,SCRYDEX_JP,RAW,,0.2300,USD,353,2026-06-29
CRD_2D4B139B3E984F86B365,SCRYDEX_EN,RAW,,7.8500,USD,12061,2026-06-29
CRD_2D4B139B3E984F86B365,SCRYDEX_JP,GRADED,10,,,64133,2026-06-29
CRD_2D4B139B3E984F86B365,SCRYDEX_JP,RAW,,5.2900,USD,8128,2026-06-29
CRD_2D610AC70AB04D4887B7,SCRYDEX_EN,RAW,,5.4100,USD,8274,2026-06-05
CRD_2D610AC70AB04D4887B7,SCRYDEX_JP,GRADED,10,,,56850,2026-06-29
CRD_2D610AC70AB04D4887B7,SCRYDEX_JP,RAW,,3.3000,USD,5070,2026-06-29
CRD_2D84D1DA75FF4868B015,SCRYDEX_EN,RAW,,84.5600,USD,129925,2026-06-29
CRD_2D84D1DA75FF4868B015,SCRYDEX_JP,GRADED,10,,,230580,2026-06-29
CRD_2D84D1DA75FF4868B015,SCRYDEX_JP,RAW,,71.0900,USD,109228,2026-06-29
CRD_2DAAC2D00EB94B1F861B,SCRYDEX_EN,RAW,,0.8200,USD,1260,2026-06-29
CRD_2DB11712502240BA802B,SCRYDEX_EN,RAW,,39.1100,USD,60092,2026-06-29
CRD_2DB11712502240BA802B,SCRYDEX_JP,GRADED,10,,,122258,2026-06-29
CRD_2DB11712502240BA802B,SCRYDEX_JP,GRADED,9,,,62489,2026-06-29
CRD_2DB11712502240BA802B,SCRYDEX_JP,RAW,,15.2700,USD,23462,2026-06-29
CRD_2E14D4A8D7AB4CCB95D2,SCRYDEX_EN,RAW,,9.9600,USD,15233,2026-06-05
CRD_2E14D4A8D7AB4CCB95D2,SCRYDEX_JP,GRADED,10,,,70094,2026-06-29
CRD_2E14D4A8D7AB4CCB95D2,SCRYDEX_JP,GRADED,9,,,24645,2026-06-29
CRD_2E14D4A8D7AB4CCB95D2,SCRYDEX_JP,RAW,,2.5700,USD,3949,2026-06-29
CRD_2E16148F22B445A2B1F9,SCRYDEX_EN,RAW,,3.2300,USD,4940,2026-06-05
CRD_2E16148F22B445A2B1F9,SCRYDEX_JP,GRADED,10,,,166816,2026-06-29
CRD_2E16148F22B445A2B1F9,SCRYDEX_JP,GRADED,9,,,14597,2026-06-29
CRD_2E16148F22B445A2B1F9,SCRYDEX_JP,RAW,,3.5200,USD,5408,2026-06-29
CRD_2E2D7916E97E4BB997FF,SCRYDEX_EN,RAW,,0.9600,USD,1468,2026-06-05
CRD_2E2D7916E97E4BB997FF,SCRYDEX_JP,GRADED,10,,,49951,2026-06-29
CRD_2E2D7916E97E4BB997FF,SCRYDEX_JP,RAW,,0.7000,USD,1076,2026-06-29
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,SCRYDEX_EN,RAW,,318.0300,USD,488647,2026-06-29
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,SCRYDEX_JP,GRADED,10,,,794345,2026-06-29
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,SCRYDEX_JP,GRADED,9,,,263230,2026-06-29
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,SCRYDEX_JP,RAW,,207.0500,USD,318128,2026-06-29
CRD_2E4CD75454EB4A199A90,SCRYDEX_EN,RAW,,267.0600,USD,410332,2026-06-29
CRD_2E4CD75454EB4A199A90,SCRYDEX_JP,GRADED,10,,,801151,2026-06-29
CRD_2E4CD75454EB4A199A90,SCRYDEX_JP,GRADED,9,,,340822,2026-06-29
CRD_2E4CD75454EB4A199A90,SCRYDEX_JP,RAW,,168.8500,USD,259435,2026-06-29
CRD_2E5F9227724846BE8970,SCRYDEX_EN,RAW,,10.8400,USD,16655,2026-06-29
CRD_2E5F9227724846BE8970,SCRYDEX_JP,GRADED,10,,,83246,2026-06-29
CRD_2E5F9227724846BE8970,SCRYDEX_JP,GRADED,9,,,23862,2026-06-29
CRD_2E5F9227724846BE8970,SCRYDEX_JP,RAW,,3.4400,USD,5285,2026-06-29
CRD_2E7CD2B64DB94542A5DB,SCRYDEX_EN,RAW,,17.2000,USD,26427,2026-06-29
CRD_2E7CD2B64DB94542A5DB,SCRYDEX_JP,GRADED,10,,,55067,2026-06-29
CRD_2E7CD2B64DB94542A5DB,SCRYDEX_JP,GRADED,9,,,13214,2026-06-29
CRD_2E7CD2B64DB94542A5DB,SCRYDEX_JP,RAW,,2.3500,USD,3611,2026-06-29
CRD_2E8555FADF814122AE17,SCRYDEX_EN,RAW,,5.3200,USD,8174,2026-06-29
CRD_2E8555FADF814122AE17,SCRYDEX_JP,GRADED,10,,,29654,2026-06-29
CRD_2E8555FADF814122AE17,SCRYDEX_JP,RAW,,5.6300,USD,8650,2026-06-29
CRD_2E88C364F7394ACBB0AB,SCRYDEX_EN,RAW,,31.3800,USD,48215,2026-06-29
CRD_2E88C364F7394ACBB0AB,SCRYDEX_JP,GRADED,10,,,254103,2026-06-29
CRD_2E88C364F7394ACBB0AB,SCRYDEX_JP,GRADED,9,,,77546,2026-06-29
CRD_2E88C364F7394ACBB0AB,SCRYDEX_JP,RAW,,60.9500,USD,93648,2026-06-29
CRD_2E8C144F443F49BBAE9B,SCRYDEX_EN,RAW,,0.6600,USD,1009,2026-06-05
CRD_2E8CB13E9FEE40A28A14,SCRYDEX_EN,RAW,,10.5000,USD,16058,2026-06-05
CRD_2E8CB13E9FEE40A28A14,SCRYDEX_JP,GRADED,10,,,292023,2026-06-29
CRD_2E8CB13E9FEE40A28A14,SCRYDEX_JP,GRADED,9,,,193228,2026-06-29
CRD_2E8CB13E9FEE40A28A14,SCRYDEX_JP,RAW,,218500.0000,KRW,218500,2026-06-29
CRD_2ED0AB8374204F3DABF4,SCRYDEX_EN,RAW,,1.5100,USD,2320,2026-06-29
CRD_2ED0AB8374204F3DABF4,SCRYDEX_JP,GRADED,10,,,43482,2026-06-29
CRD_2ED0AB8374204F3DABF4,SCRYDEX_JP,GRADED,9,,,19913,2026-06-29
CRD_2ED0AB8374204F3DABF4,SCRYDEX_JP,RAW,,0.6000,USD,922,2026-06-29
CRD_2ED4580E9B974C03A527,SCRYDEX_EN,RAW,,14.3100,USD,21987,2026-06-29
CRD_2ED4580E9B974C03A527,SCRYDEX_JP,GRADED,10,,,49167,2026-06-29
CRD_2ED4580E9B974C03A527,SCRYDEX_JP,RAW,,8.9900,USD,13813,2026-06-29
CRD_2EDC5DADC4F24ECD976A,SCRYDEX_EN,RAW,,0.8100,USD,1239,2026-06-05
CRD_2EDC5DADC4F24ECD976A,SCRYDEX_JP,GRADED,10,,,26043,2026-06-29
CRD_2EDC5DADC4F24ECD976A,SCRYDEX_JP,GRADED,9,,,16901,2026-06-29
CRD_2EDC5DADC4F24ECD976A,SCRYDEX_JP,RAW,,0.4100,USD,630,2026-06-29
CRD_2F01A346908C450BB7DD,SCRYDEX_EN,RAW,,2.9500,USD,4512,2026-06-05
CRD_2F01A346908C450BB7DD,SCRYDEX_JP,GRADED,10,,,54361,2026-06-29
CRD_2F01A346908C450BB7DD,SCRYDEX_JP,GRADED,9,,,21173,2026-06-29
CRD_2F01A346908C450BB7DD,SCRYDEX_JP,RAW,,1.6600,USD,2551,2026-06-29
CRD_2F0219577D244E019E99,SCRYDEX_EN,RAW,,10.2400,USD,15734,2026-06-29
CRD_2F0219577D244E019E99,SCRYDEX_JP,GRADED,10,,,64455,2026-06-29
CRD_2F0219577D244E019E99,SCRYDEX_JP,GRADED,9,,,24138,2026-06-29
CRD_2F0219577D244E019E99,SCRYDEX_JP,RAW,,2.1500,USD,3303,2026-06-29
CRD_2F0ED241ED394BF6BF87,SCRYDEX_EN,RAW,,0.6200,USD,948,2026-06-05
CRD_2F0ED241ED394BF6BF87,SCRYDEX_JP,GRADED,10,,,30760,2026-06-29
CRD_2F0ED241ED394BF6BF87,SCRYDEX_JP,RAW,,0.2800,USD,430,2026-06-29
CRD_2F1F77D90BA84F3E8C7D,SCRYDEX_EN,RAW,,46.8900,USD,71712,2026-06-05
CRD_2F1F77D90BA84F3E8C7D,SCRYDEX_JP,GRADED,10,,,471454,2026-06-29
CRD_2F1F77D90BA84F3E8C7D,SCRYDEX_JP,GRADED,9,,,136363,2026-06-29
CRD_2F1F77D90BA84F3E8C7D,SCRYDEX_JP,RAW,,38.7200,USD,59493,2026-06-29
CRD_2F3643AC21E84F689C43,SCRYDEX_EN,RAW,,7.8900,USD,12067,2026-06-05
CRD_2F3643AC21E84F689C43,SCRYDEX_JP,GRADED,10,,,136793,2026-06-29
CRD_2F3643AC21E84F689C43,SCRYDEX_JP,RAW,,8.8100,USD,13536,2026-06-29
CRD_2F43F0F33B364E59B1AA,SCRYDEX_EN,RAW,,88.9900,USD,136731,2026-06-29
CRD_2F43F0F33B364E59B1AA,SCRYDEX_JP,GRADED,10,,,678894,2026-06-29
CRD_2F43F0F33B364E59B1AA,SCRYDEX_JP,GRADED,9,,,149469,2026-06-29
CRD_2F43F0F33B364E59B1AA,SCRYDEX_JP,RAW,,190.9800,USD,293437,2026-06-29
CRD_2F4B432C1AE74911BACC,SCRYDEX_EN,RAW,,4.2700,USD,6530,2026-06-05
CRD_2F4B432C1AE74911BACC,SCRYDEX_JP,GRADED,10,,,61597,2026-06-29
CRD_2F4B432C1AE74911BACC,SCRYDEX_JP,RAW,,4.9700,USD,7636,2026-06-29
CRD_2F5447039AA345D78AAB,SCRYDEX_EN,RAW,,59.3400,USD,91175,2026-06-29
CRD_2F5447039AA345D78AAB,SCRYDEX_JP,GRADED,10,,,98335,2026-06-29
CRD_2F5447039AA345D78AAB,SCRYDEX_JP,GRADED,9,,,47815,2026-06-29
CRD_2F5447039AA345D78AAB,SCRYDEX_JP,RAW,,29.3100,USD,45034,2026-06-29
CRD_2F715EB445B84B778ECB,SCRYDEX_EN,RAW,,1.1200,USD,1713,2026-06-05
CRD_2F715EB445B84B778ECB,SCRYDEX_JP,GRADED,10,,,50304,2026-06-29
CRD_2F715EB445B84B778ECB,SCRYDEX_JP,RAW,,0.9400,USD,1444,2026-06-29
CRD_2FA1805FDEA84161ABE3,SCRYDEX_EN,RAW,,3.4600,USD,5292,2026-06-05
CRD_2FA1805FDEA84161ABE3,SCRYDEX_JP,GRADED,10,,,43759,2026-06-29
CRD_2FA1805FDEA84161ABE3,SCRYDEX_JP,GRADED,9,,,22494,2026-06-29
CRD_2FA1805FDEA84161ABE3,SCRYDEX_JP,RAW,,2.1300,USD,3273,2026-06-29
CRD_2FA2149F64BC049AC26F,SCRYDEX_JP,RAW,,0.5300,USD,814,2026-06-29
CRD_2FA7E35871623C66AA96,SCRYDEX_JP,GRADED,10,,,41485,2026-06-29
CRD_2FA7E35871623C66AA96,SCRYDEX_JP,RAW,,4.7000,USD,7221,2026-06-29
CRD_2FABCAF7B31F4346915C,SCRYDEX_EN,RAW,,20.6600,USD,31744,2026-06-29
CRD_2FABCAF7B31F4346915C,SCRYDEX_JP,GRADED,10,,,68804,2026-06-29
CRD_2FABCAF7B31F4346915C,SCRYDEX_JP,GRADED,9,,,32742,2026-06-29
CRD_2FABCAF7B31F4346915C,SCRYDEX_JP,RAW,,10.0400,USD,15426,2026-06-29
CRD_2FB8CA83CF9D40F1A071,SCRYDEX_EN,RAW,,7.2000,USD,11011,2026-06-05
CRD_2FB8CA83CF9D40F1A071,SCRYDEX_JP,RAW,,1900.0000,KRW,1900,2026-06-29
CRD_2FCEBFB496E94F0CB99B,SCRYDEX_EN,RAW,,5.0900,USD,7784,2026-06-05
CRD_2FCEBFB496E94F0CB99B,SCRYDEX_JP,GRADED,10,,,81556,2026-06-29
CRD_2FCEBFB496E94F0CB99B,SCRYDEX_JP,RAW,,3.8300,USD,5885,2026-06-29
CRD_2FDCD42F1BBC4E4BAD11,SCRYDEX_EN,RAW,,0.7800,USD,1193,2026-06-05
CRD_2FDCD42F1BBC4E4BAD11,SCRYDEX_JP,GRADED,10,,,62857,2026-06-29
CRD_2FDCD42F1BBC4E4BAD11,SCRYDEX_JP,GRADED,9,,,26120,2026-06-29
CRD_2FDCD42F1BBC4E4BAD11,SCRYDEX_JP,RAW,,0.6400,USD,983,2026-06-29
CRD_2FE00DB6CB1E400085C1,SCRYDEX_EN,RAW,,6.1500,USD,9406,2026-06-05
CRD_2FE394C852394D129604,SCRYDEX_EN,RAW,,5.5700,USD,8558,2026-06-29
CRD_2FE394C852394D129604,SCRYDEX_JP,GRADED,10,,,67344,2026-06-29
CRD_2FE394C852394D129604,SCRYDEX_JP,GRADED,9,,,25982,2026-06-29
CRD_2FE394C852394D129604,SCRYDEX_JP,RAW,,2.8300,USD,4348,2026-06-29
CRD_300C6F0A10AF4D768DAB,SCRYDEX_EN,RAW,,19.6900,USD,30253,2026-06-29
CRD_300C6F0A10AF4D768DAB,SCRYDEX_JP,GRADED,10,,,84660,2026-06-29
