card_id,card_name,snkrdunk_apparel_id,usedMinPrice,usedListingCount,A1m_n,A1m_med,A1m_latest,A3m_n,A3m_med,A3m_latest,PSA10_1m_n,PSA10_1m_med,PSA10_3m_n,PSA10_3m_med,PSA9_1m_n,PSA9_1m_med,PSA9_3m_n,PSA9_3m_med,data_quality
CRD_0060AA44D0824398AB42,추명,471668,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_90329AC34F174397A90E,백솜모카 V,144770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2640,PSA_ONLY
CRD_AF3062D3422A407D9A65,블래키 V,91176,54000,114,2,58500,52000,11,65000,52000,27,99633,85,105634,6,50199,11,49400,A_1M_OK
CRD_BFFE0E9B11644655B42B,무쇠암석 ex,180203,1680,2,1,3800,3800,2,2840,3800,4,8290,12,7900,0,0,0,0,A_1M_OK
CRD_B04BCC71D4004F4F96FC,마기라스 ex,132177,1000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_357701E9E661484B8261,킹드라 GX,391687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C7C3982EEEB34C529318,킹드라 EX,106712,36000,5,0,0,0,0,0,0,0,0,1,68000,0,0,1,30000,PSA_ONLY
CRD_B27CE1319A204E919650,암스타 V,100545,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_50757DF212C2435ABE50,동미러,186425,1000,6,1,1000,1000,1,1000,1000,1,6800,4,6750,0,0,0,0,A_1M_OK
CRD_8D791334E4F64483A551,토대부기 ex,186430,1000,3,0,0,0,0,0,0,1,6800,3,6800,0,0,0,0,PSA_ONLY
CRD_B64FC43EC8F44F108672,기선,100569,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_31587FB56FBD49B593F1,피오네,204148,1000,11,0,0,0,0,0,0,2,6691,8,6683,0,0,0,0,PSA_ONLY
CRD_1383604BEB0C4B209BFE,원규,96591,2000,6,0,0,0,0,0,0,2,8000,2,8000,0,0,0,0,PSA_ONLY
CRD_66F3A5A65EF7499288F2,바랜드 V,144218,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4FD05F42130846719AF7,이상해꽃 ex,128116,21000,73,5,28000,25000,27,25000,25000,15,39800,67,41000,3,21900,13,21000,A_1M_OK
CRD_F72303775E8749409E5B,차데스,227624,7800,3,1,1100,1100,1,1100,1100,2,6733,10,6500,0,0,0,0,A_1M_OK
CRD_2E5F9227724846BE8970,라티오스 GX,321545,1000,15,0,0,0,0,0,0,2,15225,4,14245,0,0,0,0,PSA_ONLY
CRD_6879A3B2FF474EFAABAA,위대한엄니 ex,160149,1000,6,0,0,0,0,0,0,1,7500,1,7500,0,0,0,0,PSA_ONLY
CRD_5D478653E46E4634B4E2,우리,91153,6800,122,2,7500,7500,6,7500,7500,19,19500,69,20500,0,0,7,7000,A_1M_OK
CRD_65B86BDD091845B6B9B3,루나아라 GX,106179,7480,3,0,0,0,0,0,0,0,0,1,30000,0,0,0,0,PSA_ONLY
CRD_9BD2F6B2BD1342FB9A4D,비트,145583,16999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2673A337A01243339EC5,악식킹 GX,112795,2500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9003FD3BCBE34D03B083,메가깜까미&마기라스 GX,321605,5980,3,0,0,0,0,0,0,3,19400,7,19400,0,0,0,0,PSA_ONLY
CRD_287F04A23D8D4624B994,마스,91320,5000,8,0,0,0,1,11000,11000,0,0,6,16900,0,0,0,0,A_3M_FB
CRD_0212FE92DB3D42B3980A,눈여아,246175,1000,2,0,0,0,0,0,0,3,6660,10,6663,0,0,0,0,PSA_ONLY
CRD_72EA7027E1B24D65A9C8,일격 우라오스 V,144216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_23BFAC1CC99540DEB9B9,샤미드 ex,434886,1000,16,0,0,0,1,1000,1000,0,0,5,6900,0,0,1,2980,A_3M_FB
CRD_CBC210FA642F420A9902,금경,126536,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_567E3EA66DF544DA9814,수련의 돌봄,225734,4500,23,0,0,0,4,4550,4200,4,16200,26,14471,0,0,5,5000,A_3M_FB
CRD_27BABDECB2404E3D873F,리자몽 V,96570,4100,35,1,9000,9000,11,8000,9000,5,21999,27,23999,0,0,1,8000,A_1M_OK
CRD_830603D507F941958180,아르세우스 VSTAR,96571,3300,14,1,2300,2300,1,2300,2300,3,18900,5,17800,0,0,0,0,A_1M_OK
CRD_5A8FC382CCE44FCEBEB2,아기씨,93374,2500,100,1,2399,2399,4,2549,2399,16,13323,45,12199,1,4000,1,4000,A_1M_OK
CRD_4A29C46B117240F8943D,돌살이,608505,0,0,1,1000,1000,1,1000,1000,0,0,1,10000,0,0,0,0,A_1M_OK
CRD_8C29A0179FEA494EACAF,파비코리 ex,146991,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_AF8736ECE64947D5A57B,고릴타,102325,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_32611C07C96441F59DCF,리피아 GX,105398,6500,6,0,0,0,0,0,0,0,0,1,29000,0,0,1,6000,PSA_ONLY
CRD_9376986A02A049DCA6C8,노보청 V,137121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4B3B7C90C55443A7B6F2,레지드래고 V,100565,2300,7,0,0,0,2,2400,3300,0,0,8,9700,1,3000,2,2750,A_3M_FB
CRD_7F12AC1D6A604C8CB546,트래피더 ex,110735,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_18CD5427946D4525B172,한카리아스 ex,140159,2499,11,1,2700,2700,2,2849,2700,4,14650,15,14000,0,0,0,0,A_1M_OK
CRD_F4376F40A1924C9FADCC,샤미드 V,96622,2500,10,0,0,0,2,3000,3000,6,11000,13,11000,0,0,3,3000,A_3M_FB
CRD_8157AABF97274614824E,모란,164255,1500,39,0,0,0,5,3716,3500,3,19643,30,18649,1,5200,5,4500,A_3M_FB
CRD_918A096A622440B6B1CE,파이어&썬더&프리져 GX,104606,12000,28,0,0,0,2,15000,12000,2,58777,11,64000,5,11000,6,11500,A_3M_FB
CRD_CDD3B1A97A91417B9277,일격 우라오스 VMAX,99572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_447AD11B1C504AC4B5F7,보르그,608592,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2444,PSA_ONLY
CRD_0B84E98684704E7CBB0F,헤라크로스,120729,1000,15,0,0,0,0,0,0,2,7150,6,6900,0,0,0,0,PSA_ONLY
CRD_41167277B8FA42F693CA,카틀레야,96644,2999,16,0,0,0,1,2240,2240,3,8275,5,8888,1,3000,1,3000,A_3M_FB
CRD_71205B71BAD34A2C85BD,유카리,753271,1000,18,3,1000,1000,4,1000,1000,0,0,0,0,0,0,0,0,A_1M_OK
CRD_97AD638649C74896B30E,불화살빈,120730,1000,12,0,0,0,0,0,0,1,6308,6,6749,0,0,0,0,PSA_ONLY
CRD_E2324AA3478B4F09A915,위유이 ex,117189,1000,5,0,0,0,0,0,0,0,0,1,6999,0,0,0,0,PSA_ONLY
CRD_8130AF03F0B74BF88F4B,제크로무 ex,607933,1000,29,0,0,0,4,1437,1500,6,10850,18,10971,0,0,0,0,A_3M_FB
CRD_D6EF48BBB6494035A432,M전룡 EX,385413,5000,5,0,0,0,0,0,0,2,12400,3,12800,1,8000,1,8000,PSA_ONLY
CRD_27F3781C418A41E795E5,규리,91300,9999,47,1,10000,10000,2,10500,10000,6,26574,23,29800,0,0,1,11500,A_1M_OK
CRD_C12CF65370894C5581E4,스컹탱크 V,100562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_BC01567C0D53407F9CA0,부르롱,132262,1000,10,0,0,0,0,0,0,3,6700,5,6949,0,0,1,1999,PSA_ONLY
CRD_C5A95DC5404443948CF9,후파 V [퓨전],105557,1000,37,0,0,0,3,1100,1100,5,8000,15,8500,1,3000,2,3000,A_3M_FB
CRD_83435CF0B3494DECB0E7,리자몽 ex,128101,3900,102,4,7400,6900,36,8819,6900,24,26499,74,27181,1,9980,8,7190,A_1M_OK
CRD_3E5403B79A2643CBAD3A,토네로스 V,96711,13500,5,2,5670,6340,2,5670,6340,1,13500,6,12832,0,0,1,4500,A_1M_OK
CRD_97880F5EB9DE47029F78,갑주무사 ex,146981,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_52F916AFA8B244C5ACDA,채두,91195,10800,15,0,0,0,1,2999,2999,4,11000,19,9800,0,0,0,0,A_3M_FB
CRD_B55D3E9651694E04BBB9,스트린더 [퓨전],105542,1000,15,0,0,0,0,0,0,3,6900,5,7000,0,0,2,2456,PSA_ONLY
CRD_8C2B39D4C7FE4D139F06,입치트 V,288658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_354A9964DECF45BEBE57,악뜨거,116068,1000,12,1,1000,1000,1,1000,1000,3,6700,10,6971,0,0,0,0,A_1M_OK
CRD_3575DCCD78834B1E8D87,실버디 GX,104565,2500,20,0,0,0,2,4400,5800,0,0,10,9600,0,0,0,0,A_3M_FB
CRD_A73E9FF2F0254E999421,페라페,186429,1000,4,0,0,0,0,0,0,2,6728,5,6800,1,2500,1,2500,PSA_ONLY
CRD_238DFF5330E44802A6A3,푸크린 ex,160952,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B075334FB615451B877A,눈꼬마,137231,1000,6,0,0,0,0,0,0,2,6550,3,6200,0,0,1,2000,PSA_ONLY
CRD_112139C75D774E75BDDA,킬라플로르 ex,164704,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B8BA3C24BCBE499B8B39,개굴반장,776340,1000,80,3,1000,3200,32,1000,3200,4,16250,5,16500,0,0,0,0,A_1M_OK
CRD_DBCCC554027A4F239EE1,눈여아 ex,140299,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_413FD0336AAA480DAA38,루카리오&멜메탈 GX,104629,26000,14,1,34000,34000,1,34000,34000,4,69900,17,69800,0,0,1,33333,A_1M_OK
CRD_27A8BA338F90422EA5E0,금경,139725,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_186B68241588428C9410,꼭두,104687,8000,44,2,12055,13000,2,12055,13000,5,38333,18,38216,0,0,1,12000,A_1M_OK
CRD_656BC340421641E5A050,독수의 함정,393239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_89F870261BCE4E9C87D5,릴리에의 결심,663637,21888,365,22,30249,29000,73,35500,29000,31,78596,90,88137,29,25800,82,31622,A_1M_OK
CRD_06B5F77BEF2A4FCE9B9B,화강돌,663632,1000,26,0,0,0,0,0,0,16,6750,42,6599,0,0,1,2444,PSA_ONLY
CRD_5CA455DEF57B449E9681,아이리스의 투지,730965,1650,99,13,2500,2400,50,2841,2400,18,15679,46,17000,13,3400,18,3650,A_1M_OK
CRD_77BB414B737A48BA9F33,히스이 모크나이퍼 VSTAR,139723,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0FD962247951488C809E,게노세크트 ex,608396,3200,14,0,0,0,2,2150,2300,3,8833,16,7850,0,0,0,0,A_3M_FB
CRD_726F592D695C48E8837F,아고용&악식킹 GX,339651,7500,2,0,0,0,0,0,0,1,9800,6,7800,0,0,0,0,PSA_ONLY
CRD_9C72C2A7A6AE408EADCE,메가루카리오 ex,730136,1000,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6912AF9C0880455DB48F,앤티골,608544,2700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E884C26E081A41749A2E,볼케니온 ex,497637,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D8668F914B2643658274,주즈베&담죽맨,127028,3500,6,1,14500,14500,1,14500,14500,0,0,1,14500,0,0,0,0,A_1M_OK
CRD_F095D8262EE24A9E89F5,핫삼 GX,391774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_550D287466E74BD49C99,드래펄트 VMAX,145434,2980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3099C7E0FF07461FA926,메가저리더프 ex,724991,1000,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_85AC11A9F5FE4EBEB8E6,굽이치는물결 ex,427220,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D827A662E6E744C3B693,무우마,730941,1000,55,2,1000,1000,2,1000,1000,13,6800,29,6800,4,2472,7,2444,A_1M_OK
CRD_04E476A38A5347C9B184,과미드라,538766,1000,7,0,0,0,0,0,0,3,6700,6,6600,0,0,0,0,PSA_ONLY
CRD_3BF8865058D243DC9DBF,플라이곤 GX,339683,17800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_808A9BA456B1456EA2A4,M후딘 EX,389654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4A62A7429FAD4BDA9715,두송,126510,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_FBBDC7D73A6A4AF1BDC3,스파크,122008,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7F48960BD5604694BAD3,메가이어롭&푸린 GX,339685,5000,5,0,0,0,0,0,0,2,11900,7,11000,1,4000,1,4000,PSA_ONLY
CRD_0EDD68B570E1472FB48A,키키링 ex,186450,1300,3,0,0,0,0,0,0,1,7500,2,5250,0,0,0,0,PSA_ONLY
CRD_853F91A8D5AF441492F4,리자몽 ex,128117,44000,142,7,79000,78000,39,85500,78000,30,124796,86,141449,6,62000,24,70000,A_1M_OK
CRD_8E7896DA379A4FA4AFD1,달코퀸 ex,148938,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D2329A80F560434D96B2,토게키스,731016,1000,41,1,1000,1000,1,1000,1000,3,7133,8,7033,1,3000,7,2200,A_1M_OK
CRD_F1FD80B31AEA4EBCB6A4,카지,255642,3300,18,0,0,0,2,4240,3980,1,26999,4,25162,0,0,2,3230,A_3M_FB
CRD_702857AB918C4E93B38D,야콘,396159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_EA938DF4CE38460F89C6,메가눈설왕 ex,664119,1000,17,0,0,0,1,1000,1000,1,7111,2,7099,0,0,0,0,A_3M_FB
CRD_7D71C6E50BC848FDB19A,버프론 ex,607940,2300,3,0,0,0,3,1111,1300,2,7250,5,7000,0,0,0,0,A_3M_FB
CRD_7A000CCE7DCA4B44B198,포푸니라,126672,3000,5,0,0,0,0,0,0,1,7980,2,7878,0,0,0,0,PSA_ONLY
CRD_9B7BDD57CE984638AD11,다크라이 VSTAR,105543,4800,169,13,7500,7499,62,7965,7499,29,23400,90,28079,5,9800,22,8000,A_1M_OK
CRD_53601313F5F840D7BE86,네모,164252,1500,18,0,0,0,4,1500,1500,1,10940,8,8195,1,4000,2,3500,A_3M_FB
CRD_9AE512CAAE3C435392CB,어니언,145141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1E02FB124E934CF8AE0F,꼬지보리,608546,0,0,0,0,0,1,1500,1500,1,7000,2,6999,0,0,0,0,A_3M_FB
CRD_5836A136DD3E47DB8AE1,치라치노 ex,776368,4100,53,20,4500,4100,71,4791,4100,3,31900,11,35800,0,0,0,0,A_1M_OK
CRD_A95A3BB894E045F2AE02,가디안&님피아 GX,393213,4500,23,0,0,0,7,4500,4700,9,16100,36,15800,2,6025,6,5533,A_3M_FB
CRD_1F4026B2669C4D38ABC8,프테라 GX,321604,19999,1,0,0,0,0,0,0,2,9150,2,9150,0,0,0,0,PSA_ONLY
CRD_4659714945CF4C9F82C5,루티아의 어필,379013,3800,59,3,4800,3500,15,4500,3500,13,19018,43,21500,4,3750,19,3700,A_1M_OK
CRD_642D216663B14FD592ED,로켓단의 니드킹 ex,564926,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B48D14CE62334F79A190,자크로,105539,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2F43F0F33B364E59B1AA,로사와 로이,104603,23000,53,2,25000,25000,4,30000,25000,13,78818,43,80000,2,28900,9,27250,A_1M_OK
CRD_88DE7FECFA5641C4971D,메타그로스 VMAX,141939,4000,2,0,0,0,1,3500,3500,0,0,0,0,0,0,0,0,A_3M_FB
CRD_22C99839A70742369E3E,일목,104551,3500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A2BF0189A7944E14A265,밀로틱 V,145427,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2E88C364F7394ACBB0AB,마리,91190,12500,204,4,18000,16500,16,17250,16500,22,30791,74,30983,2,13000,18,14124,A_1M_OK
CRD_1E2EB300CA564DADA074,마휘핑 V,102274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_640E8984CA144951984C,에테르재단 직원,112769,2500,14,2,2500,2500,4,2400,2500,0,0,6,11199,0,0,0,0,A_1M_OK
CRD_BC1C11E90BDF4F289E1A,스트린더,704382,1000,42,0,0,0,0,0,0,16,6800,29,6799,0,0,3,2444,PSA_ONLY
CRD_7557F5D3856F4AB8BAA7,괴력몬 V,139472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4866CB4A4EDF45CABC8E,M후딘 EX,389551,4800,4,0,0,0,0,0,0,0,0,1,19000,0,0,0,0,PSA_ONLY
CRD_3C3DCDDEE1D445CF8043,빙큐보 ex,132266,1000,2,0,0,0,0,0,0,1,7000,1,7000,0,0,0,0,PSA_ONLY
CRD_D77DDA36A4604E1A840A,마쿠와,112527,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D6CB6207F6D64F1A980C,오거폰 벽록의 가면 ex,246360,2580,9,1,2580,2580,3,2500,2580,0,0,0,0,0,0,0,0,A_1M_OK
CRD_D7976C3F939248F7A2C3,네리네,471670,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_BECB62345F92435AB0E2,메가곤율거니 ex,730960,1000,22,8,1073,1000,25,1000,1000,10,8732,33,8900,0,0,1,3333,A_1M_OK
CRD_B2248FE3EAB34F918B7C,가라르 창파나이트 V,145017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_18D57DF71D81408584B5,포켓몬센터 직원,725683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9AD6FE24D3594D17A130,에브이 ex,469628,8000,154,15,10111,9899,52,10316,9899,30,23756,90,24338,8,8999,19,9000,A_1M_OK
CRD_6E9405D59DA14754A6EE,킬가르도 ex,152770,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6657C5F9E27145AA9961,메가픽시 ex,753273,3000,52,7,3700,4000,44,3622,4000,11,16833,50,16832,0,0,0,0,A_1M_OK
CRD_A891C8ACBE5B4F3F8F48,스이쿤 GX,335095,1499,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D3E4B12ED8094D568982,마기라스 GX,335165,8100,3,0,0,0,0,0,0,0,0,1,18500,0,0,0,0,PSA_ONLY
CRD_0548814E2096488481FF,금랑,96681,1000,1,0,0,0,0,0,0,0,0,2,6249,0,0,0,0,PSA_ONLY
CRD_02BB3BE76CE644A993D6,박사의 연구(올림박사),110947,1500,8,1,1199,1199,1,1199,1199,0,0,1,7799,0,0,0,0,A_1M_OK
CRD_70232D25A67C4C04A915,웨이니발 ex,151724,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8B07A23C08EE489D87DF,카푸브루루,283609,1200,3,0,0,0,0,0,0,2,6390,5,6500,0,0,0,0,PSA_ONLY
CRD_DCC37C7FE5CD4264A5A1,피오니,96730,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_04E7F61A130E41B8AE30,메가지가르데 ex,753264,1000,28,1,1000,1000,3,1000,1000,6,9650,8,9750,0,0,0,0,A_1M_OK
CRD_1D3EB41A06F94BA7B512,입치트 VSTAR,95331,3800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9C2FBC6E628A43679527,명희의 격려,753274,12000,234,20,19229,14800,78,21366,14800,31,61100,86,75674,20,16827,63,19750,A_1M_OK
CRD_D417586C8E26486E94D6,폭거북스 GX,112779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D9C0CF682CE44A96BED2,네오라이트 V,103072,1200,32,3,1450,1400,13,2100,1400,10,7896,35,8000,0,0,1,3800,A_1M_OK
CRD_B24FEAA15B354EE7A819,파라섹트,126699,1000,7,1,1000,1000,1,1000,1000,3,6874,8,6775,0,0,0,0,A_1M_OK
CRD_B0635A73D11746B0828B,바오프,608542,1500,5,0,0,0,0,0,0,1,6800,0,0,0,0,0,0,PSA_ONLY
CRD_E5D836B0FC0D43E289F9,델빌,132260,1000,10,0,0,0,0,0,0,1,7199,6,6950,0,0,0,0,PSA_ONLY
CRD_CE6FE97D871C4A218EFD,루가루암 ex,116076,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A92DDFDA2A8542FDA6F0,월로,105531,1000,6,0,0,0,0,0,0,1,6700,2,7090,1,2999,1,2999,PSA_ONLY
CRD_C2779FB305824DED9533,또르박쥐,608556,7700,3,0,0,0,0,0,0,2,6708,4,6630,0,0,1,2444,PSA_ONLY
CRD_25B8055B794A45B99714,메가아쿠스타 ex,752402,1000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4F4282B9BBB74862A121,찌리비,251915,1000,6,0,0,0,0,0,0,2,6699,11,6899,0,0,0,0,PSA_ONLY
CRD_99A5A2C5F74143BABC24,코라이돈 ex,110951,3500,6,1,2500,2500,1,2500,2500,2,12500,7,12500,0,0,0,0,A_1M_OK
CRD_325D356041B348968F5A,칼라마네로 EX,390591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_DFE572539BEC48CCB019,오리진 디아루가 V,96740,14700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8384DAD4A2524069AD34,로켓단의 또도가스,568894,1000,32,1,1000,1000,1,1000,1000,18,6900,54,6899,1,2999,3,3799,A_1M_OK
CRD_E22C2110EB8743EFA3E1,팔데아의 학생,164249,1000,15,0,0,0,0,0,0,0,0,2,7390,1,3000,1,3000,PSA_ONLY
CRD_0400517F2E89441EAC81,거북왕 ex,128118,20480,50,11,23500,16500,33,25700,16500,22,44800,71,49466,4,20000,12,20000,A_1M_OK
CRD_C4D2295758134D1A863E,릴리에의 전력,91277,27000,245,2,43000,40000,6,46350,40000,16,83059,64,87306,6,36949,14,37000,A_1M_OK
CRD_D7065DC67F244D799293,테라파고스 ex,427232,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_94CA0CA240FE402D833F,보스의 지령(플라드리),96683,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D3439179FAEB461CA903,코르니의 기합,91186,2800,41,1,5600,5600,3,7000,5600,7,13499,30,14682,1,6200,1,6200,A_1M_OK
CRD_EFA2913DDB894495B285,윽우지,221939,1200,5,0,0,0,0,0,0,3,6650,9,6650,0,0,1,2900,PSA_ONLY
CRD_FED5150373E949A7B4AC,한카리아스 ex,140300,3000,6,0,0,0,2,1740,1500,1,10000,2,9995,0,0,0,0,A_3M_FB
CRD_3E81540BBE5B4EF2A89E,오르티가,462389,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1F7AC8B706234CD0B21D,바랜드,126684,11000,4,0,0,0,0,0,0,1,11980,2,12390,0,0,0,0,PSA_ONLY
CRD_CD7EF632BD004AA79742,아머까오 V,141278,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0EE4BA587BCC48B1B807,샤미드,126675,2000,25,4,2074,1999,16,2266,1999,24,11351,62,10016,0,0,2,3800,A_1M_OK
CRD_DF6D7BB6800645AC8C68,스컹탱크 V,100563,1400,13,0,0,0,0,0,0,0,0,1,7499,0,0,0,0,PSA_ONLY
CRD_02EF6DD76D804F69A99C,블래리의 한 수,704396,1000,11,0,0,0,0,0,0,1,7500,2,7150,0,0,0,0,PSA_ONLY
CRD_090216855FE241EFB18B,이슬의 부탁,93094,17500,72,0,0,0,4,24749,22000,9,71000,35,71525,1,25000,4,24899,A_3M_FB
CRD_2D0FDD0C77AF4176BAA2,신비록 V,139512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5571E9D37C0F44EB9D0C,N의 조로아크 ex,506159,7800,87,3,8500,8000,6,8749,8000,15,15400,51,19895,2,8700,4,8700,A_1M_OK
CRD_CFB1F9B2BF5A4F108B32,킬가르도 V,145058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D805B78A8EC145518EBF,이브이 ex,455676,4600,120,12,6044,6200,50,5948,6200,29,16379,87,16502,8,5998,19,5999,A_1M_OK
CRD_6434F1BE098C4F98B481,보스의 지령(게치스),116084,5000,5,0,0,0,4,3875,3800,1,9000,4,8500,0,0,1,4000,A_3M_FB
CRD_CC97B2FE443A4CA09615,네르케,164248,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_46627F2A3E6F48A9BE2F,메가가디안 ex,663661,40000,72,6,44999,40000,23,58000,40000,19,143233,52,159499,16,46750,31,49444,A_1M_OK
CRD_44E1537469C74DDBBA16,나몰빼미&알로라나시 GX,104602,10000,12,0,0,0,0,0,0,1,43100,9,42000,1,13400,1,13400,PSA_ONLY
CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,458562,4500,149,9,8100,6500,48,7275,6500,31,16100,91,17083,7,8500,22,7966,A_1M_OK
CRD_C94514D16A7E46608874,대로트&야느와르몽 GX,104543,33000,3,0,0,0,2,5000,5000,1,28000,7,21800,0,0,2,8750,A_3M_FB
CRD_B644812335694B979583,메가샤크니아 ex,704389,1000,14,0,0,0,0,0,0,2,7984,4,7980,0,0,0,0,PSA_ONLY
CRD_5C626761376341E3AEE8,모미,100080,1000,1,0,0,0,0,0,0,0,0,1,9700,1,2980,1,2980,PSA_ONLY
CRD_0BBA24DF2AA04E9F8934,폭거북스 GX,389327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6967F2866EC341D1B5A5,고동치는달 ex,466510,3500,172,7,3426,3426,27,3640,3426,31,13600,91,13425,6,5675,22,5124,A_1M_OK
